LOO_CV_MAE,LOO_CV_MAE_STD,LOO_CV_R2,Train_R2,Train_MAE,Train_RMSE,n_samples,n_features,n_estimators
0.6671868141118146,0.43877761256524145,0.2534664918480475,0.5985914218154655,0.48048937012062015,0.5855508749880661,48,10,500
